Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
HR Specialist,40603,24,High School,0.49,0.94,0.42,Medium,0.38,0.35,0.65,0.12,0.09,0.66,0.55,0.43,0.15,0.41,Expert/Late,Middle,Business & Professional Services,Private_Professional
Teacher,106968,22,Master's,0.7,0.56,0.22,Low,0.24,0.32,0.2,0.78,0.65,0.61,0.67,0.24,0.44,0.63,Expert/Late,High,Education,Public_Sector
Graphic Designer,149700,26,PhD,0.79,0.79,0.61,Medium,0.44,0.67,0.46,0.95,0.18,0.68,0.58,0.17,0.07,0.8,Expert/Late,High,Creative Industries,Digital_Creative
Doctor,77890,26,High School,0.19,1.48,0.23,Low,0.25,0.59,0.53,0.84,0.73,0.83,0.21,0.64,0.04,0.07,Expert/Late,Middle,Health & Social Care,Public_Sector
Research Scientist,141930,5,Bachelor's,0.02,1.08,0.26,Low,0.38,0.04,0.71,0.93,0.72,0.58,0.23,0.02,0.69,0.23,Mid-Level,High,Research & Development,Digital_Creative
Financial Analyst,65976,2,Bachelor's,0.47,1.03,0.6,Medium,0.78,0.64,0.94,0.98,0.95,0.82,0.71,0.66,0.1,0.27,Early Career,Middle,Finance & Professional Services,Private_Professional
Marketing Manager,81356,7,High School,0.14,0.94,0.36,Medium,0.9,0.81,0.07,0.25,0.82,0.8,0.95,1.0,0.98,0.41,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Nurse,129928,0,Bachelor's,0.76,0.8,0.25,Low,0.53,0.79,0.28,0.51,0.56,0.94,0.27,0.94,0.8,0.73,Entry/Junior,High,Health & Social Care,Public_Sector
Truck Driver,51625,1,Bachelor's,0.61,0.74,0.75,High,0.87,0.73,0.21,0.62,0.45,0.16,0.53,0.28,0.1,0.47,Entry/Junior,Middle,Transport & Logistics,Manual_Trade_Service
Chef,118760,20,High School,0.05,0.9,0.4,Medium,0.03,0.13,0.14,0.18,0.8,0.44,0.15,0.1,0.3,0.8,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Software Engineer,111299,27,High School,0.16,0.9,0.52,Medium,0.03,0.63,0.4,0.01,0.67,0.71,0.63,0.34,0.53,0.39,Expert/Late,High,Digital & Technology,Digital_Creative
UX Researcher,94535,1,High School,0.7,0.71,0.41,Medium,0.57,0.45,0.74,0.38,0.86,0.43,0.04,0.02,0.65,0.54,Entry/Junior,Middle,Digital & Creative Industries,Digital_Creative
Truck Driver,116030,1,Master's,0.79,0.88,0.95,High,0.95,0.01,0.9,0.68,0.5,0.58,0.84,0.95,0.56,0.18,Entry/Junior,High,Transport & Logistics,Manual_Trade_Service
Security Guard,90127,24,PhD,0.08,1.14,0.9,High,0.35,0.07,0.69,0.34,0.25,0.69,0.97,0.75,0.49,0.6,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Software Engineer,55577,7,High School,0.81,1.1,0.69,Medium,0.98,0.35,0.99,0.96,0.64,0.33,0.75,0.27,0.63,0.02,Mid-Level,Middle,Digital & Technology,Digital_Creative
Construction Worker,82573,24,High School,0.95,0.74,0.89,High,0.29,0.71,0.7,0.18,0.6,0.86,0.38,0.71,0.67,0.26,Expert/Late,Middle,Construction,Manual_Trade_Service
Doctor,44703,3,PhD,0.56,0.86,0.09,Low,0.47,0.73,0.62,0.73,0.79,0.44,0.52,0.99,0.97,0.41,Early Career,Middle,Health & Social Care,Public_Sector
Financial Analyst,66003,2,High School,0.77,1.15,0.42,Medium,0.49,0.04,0.19,0.42,0.83,0.48,0.59,0.87,0.31,0.7,Early Career,Middle,Finance & Professional Services,Private_Professional
Research Scientist,44756,11,High School,0.2,0.86,0.29,Low,0.98,0.22,0.07,0.27,0.4,0.44,0.62,0.9,0.33,0.85,Senior,Middle,Research & Development,Digital_Creative
Graphic Designer,45380,20,Bachelor's,0.04,1.0,0.32,Medium,0.39,0.9,0.24,0.71,0.3,0.04,0.56,0.83,0.41,0.62,Expert/Late,Middle,Creative Industries,Digital_Creative
Truck Driver,139044,6,High School,0.19,1.23,0.83,High,0.75,0.49,0.13,0.57,0.49,0.52,0.88,0.89,0.45,0.46,Mid-Level,High,Transport & Logistics,Manual_Trade_Service
Data Scientist,114705,29,Master's,0.52,1.45,0.56,Medium,0.28,0.53,0.63,0.64,0.59,0.18,0.03,0.34,0.43,0.06,Expert/Late,High,Digital & Technology,Digital_Creative
Nurse,141375,16,PhD,0.34,1.41,0.09,Low,0.06,0.48,0.19,0.94,0.01,0.41,0.93,0.38,0.09,0.3,Senior,High,Health & Social Care,Public_Sector
Construction Worker,135454,16,PhD,0.19,0.97,0.91,High,0.87,0.05,0.16,0.28,0.59,0.36,0.84,0.72,0.1,0.62,Senior,High,Construction,Manual_Trade_Service
Research Scientist,55903,23,Master's,0.26,0.68,0.09,Low,0.62,0.56,0.18,0.99,0.42,0.1,0.12,0.58,0.98,0.57,Expert/Late,Middle,Research & Development,Digital_Creative
Retail Worker,55036,21,High School,0.44,0.94,0.83,High,0.7,0.37,0.86,0.03,0.44,0.51,0.61,0.28,0.43,0.48,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Financial Analyst,117309,8,PhD,0.77,1.24,0.44,Medium,1.0,0.85,0.26,0.2,0.31,0.45,0.85,0.78,0.85,0.27,Mid-Level,High,Finance & Professional Services,Private_Professional
Software Engineer,100412,21,Bachelor's,0.28,0.61,0.57,Medium,0.14,0.67,0.65,0.81,0.14,0.78,1.0,0.85,0.75,0.66,Expert/Late,High,Digital & Technology,Digital_Creative
Financial Analyst,32414,16,Bachelor's,0.84,1.04,0.6,Medium,0.79,0.51,0.54,0.2,0.24,0.9,0.84,0.01,0.87,0.03,Senior,Middle,Finance & Professional Services,Private_Professional
Mechanic,140419,14,PhD,0.29,0.98,0.46,Medium,0.93,0.04,0.68,0.85,0.96,0.18,0.53,0.04,0.5,0.13,Senior,High,Transport & Automotive Services,Manual_Trade_Service
Research Scientist,55976,17,Master's,0.11,1.01,0.18,Low,0.97,0.65,0.29,0.24,0.13,0.76,0.69,0.61,0.04,0.76,Senior,Middle,Research & Development,Digital_Creative
Doctor,78787,25,Master's,0.96,1.09,0.13,Low,0.38,0.18,0.72,0.71,0.2,0.16,0.08,0.91,0.23,0.34,Expert/Late,Middle,Health & Social Care,Public_Sector
Security Guard,104918,4,High School,0.41,1.21,0.92,High,0.18,0.69,0.35,0.98,0.3,0.01,0.52,0.15,0.04,0.7,Early Career,High,Security & Protective Services,Manual_Trade_Service
Retail Worker,118121,25,Master's,0.46,1.18,0.83,High,0.63,0.6,0.67,0.2,0.27,0.44,0.45,0.77,0.37,0.16,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Truck Driver,34847,10,PhD,0.21,1.23,0.82,High,0.71,0.42,0.89,0.98,0.67,0.86,0.51,0.93,0.83,0.99,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Retail Worker,100182,12,PhD,0.78,1.04,0.76,High,0.35,0.89,0.06,0.59,0.37,0.39,0.88,0.85,0.6,0.27,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Software Engineer,128757,14,PhD,0.41,0.85,0.34,Medium,0.54,0.3,0.66,0.32,0.43,0.05,0.99,0.51,0.02,0.54,Senior,High,Digital & Technology,Digital_Creative
UX Researcher,129584,7,Bachelor's,0.77,1.2,0.36,Medium,0.66,0.77,0.57,0.89,0.28,0.24,0.87,0.63,0.0,0.35,Mid-Level,High,Digital & Creative Industries,Digital_Creative
Construction Worker,59476,5,Master's,0.03,0.5,0.77,High,0.91,0.9,0.52,0.55,0.33,0.24,0.82,0.11,0.49,0.63,Mid-Level,Middle,Construction,Manual_Trade_Service
Research Scientist,81880,3,Master's,0.52,1.08,0.24,Low,0.23,0.29,0.57,0.98,0.22,0.99,0.71,0.83,0.09,0.3,Early Career,Middle,Research & Development,Digital_Creative
AI Engineer,148283,25,Bachelor's,0.37,1.48,0.08,Low,0.56,0.01,0.71,0.2,0.13,0.34,0.77,0.11,0.23,0.01,Expert/Late,High,Digital & Technology,Digital_Creative
Lawyer,32393,24,PhD,0.59,1.22,0.56,Medium,0.14,0.59,0.13,0.4,0.57,0.56,0.12,0.03,0.8,0.73,Expert/Late,Middle,Legal Services,Private_Professional
Retail Worker,35481,1,High School,0.13,1.39,0.89,High,1.0,0.25,0.49,0.24,0.62,0.12,0.13,0.07,0.69,0.49,Entry/Junior,Middle,Retail & Consumer Services,Manual_Trade_Service
Data Scientist,137033,28,Bachelor's,0.88,1.24,0.48,Medium,0.98,0.46,0.11,0.99,0.02,0.55,0.31,0.5,0.56,0.24,Expert/Late,High,Digital & Technology,Digital_Creative
AI Engineer,49361,20,Master's,0.68,1.34,0.17,Low,0.83,0.78,0.67,0.45,0.27,0.86,0.65,0.8,0.55,0.17,Expert/Late,Middle,Digital & Technology,Digital_Creative
Teacher,59146,9,Bachelor's,0.04,1.43,0.1,Low,0.91,0.06,0.95,0.2,0.3,0.49,0.38,0.67,0.97,0.61,Mid-Level,Middle,Education,Public_Sector
Financial Analyst,113102,26,PhD,0.75,1.34,0.67,Medium,0.58,0.78,0.49,0.04,0.16,0.13,0.17,0.01,0.86,0.56,Expert/Late,High,Finance & Professional Services,Private_Professional
UX Researcher,37769,22,PhD,0.41,0.96,0.33,Medium,0.27,0.85,0.74,0.56,0.48,0.26,0.47,0.6,0.71,0.17,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Customer Support,126939,9,High School,0.5,1.11,0.82,High,0.57,0.11,0.43,0.28,0.09,0.19,0.6,0.2,0.18,0.55,Mid-Level,High,Customer Service,Manual_Trade_Service
Retail Worker,68226,11,PhD,0.79,1.41,0.85,High,0.41,0.73,0.26,0.08,0.34,0.3,0.68,0.55,0.14,0.91,Senior,Middle,Retail & Consumer Services,Manual_Trade_Service
Customer Support,99516,21,PhD,0.46,1.44,0.72,High,0.79,0.36,0.7,0.93,0.52,0.02,0.03,0.33,0.78,0.29,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Security Guard,143645,26,Bachelor's,0.78,0.62,0.91,High,0.27,0.05,0.12,0.95,0.45,0.26,0.52,0.68,0.32,0.73,Expert/Late,High,Security & Protective Services,Manual_Trade_Service
Graphic Designer,134230,21,Master's,0.11,1.05,0.36,Medium,0.94,0.0,0.76,0.28,0.85,0.06,0.95,0.1,0.79,0.52,Expert/Late,High,Creative Industries,Digital_Creative
Lawyer,53167,22,High School,0.28,1.34,0.38,Medium,0.72,0.45,1.0,0.61,0.1,0.42,0.07,0.29,0.34,0.85,Expert/Late,Middle,Legal Services,Private_Professional
UX Researcher,52772,29,PhD,0.01,1.03,0.39,Medium,0.32,0.02,0.75,0.95,0.22,0.34,0.21,0.93,0.01,0.58,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Teacher,55354,29,Bachelor's,0.19,1.09,0.06,Low,0.81,0.27,0.99,0.92,0.73,0.5,0.77,0.13,0.31,0.03,Expert/Late,Middle,Education,Public_Sector
Lawyer,51942,7,Bachelor's,0.81,1.45,0.57,Medium,0.73,0.9,0.94,0.49,0.11,0.47,0.56,0.63,0.99,0.92,Mid-Level,Middle,Legal Services,Private_Professional
HR Specialist,38152,6,High School,0.11,0.71,0.37,Medium,0.36,0.88,0.44,0.57,0.18,0.49,0.87,0.77,0.08,0.86,Mid-Level,Middle,Business & Professional Services,Private_Professional
Graphic Designer,134753,3,Master's,0.67,0.65,0.57,Medium,0.04,0.6,0.65,0.24,0.94,0.05,0.89,0.38,0.71,0.65,Early Career,High,Creative Industries,Digital_Creative
HR Specialist,42061,5,High School,0.32,1.03,0.64,Medium,0.95,0.02,0.35,0.67,0.53,0.94,0.02,0.44,0.67,0.22,Mid-Level,Middle,Business & Professional Services,Private_Professional
HR Specialist,76350,12,High School,0.08,0.95,0.57,Medium,0.27,0.07,0.96,0.91,0.93,0.98,0.18,0.16,0.03,0.89,Senior,Middle,Business & Professional Services,Private_Professional
Financial Analyst,99828,27,Bachelor's,0.63,1.43,0.53,Medium,0.13,0.18,0.13,0.31,0.38,0.8,0.19,0.73,0.49,1.0,Expert/Late,Middle,Finance & Professional Services,Private_Professional
Graphic Designer,37084,11,Bachelor's,0.97,0.84,0.35,Medium,0.51,0.12,0.49,0.27,0.49,0.95,0.29,0.99,0.23,0.21,Senior,Middle,Creative Industries,Digital_Creative
Chef,112617,26,High School,0.84,1.25,0.59,Medium,0.28,0.02,0.16,0.35,0.97,0.92,0.2,0.73,0.58,0.05,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Security Guard,36486,5,Bachelor's,0.07,0.61,0.86,High,0.76,0.32,0.49,0.95,0.95,0.31,0.81,0.59,0.98,0.48,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Software Engineer,107925,19,PhD,0.77,1.0,0.62,Medium,0.26,0.12,0.43,0.94,0.5,0.64,0.62,0.13,0.39,0.71,Senior,High,Digital & Technology,Digital_Creative
Mechanic,52474,27,Master's,0.17,0.91,0.34,Medium,0.24,0.38,0.54,0.23,0.23,0.78,0.96,0.32,0.69,0.26,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
Truck Driver,48274,11,Bachelor's,0.67,1.3,0.71,High,0.6,0.53,0.29,0.26,0.58,0.71,0.03,0.57,0.17,0.14,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Marketing Manager,79696,28,PhD,0.31,0.94,0.44,Medium,0.65,0.47,0.96,0.35,0.74,0.26,0.51,0.55,0.33,0.47,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
UX Researcher,82736,21,PhD,0.01,0.72,0.58,Medium,0.77,0.28,0.41,0.04,0.24,0.78,0.61,0.21,0.26,0.82,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Doctor,65539,9,Bachelor's,0.33,1.16,0.19,Low,0.46,0.9,0.22,0.74,0.16,0.62,0.87,0.46,0.72,0.82,Mid-Level,Middle,Health & Social Care,Public_Sector
Marketing Manager,71135,9,Bachelor's,0.71,1.42,0.53,Medium,0.19,0.13,0.26,0.1,0.51,0.07,0.22,0.44,0.47,0.57,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Lawyer,107487,3,Bachelor's,0.05,0.58,0.32,Medium,0.42,0.04,0.75,0.22,0.94,0.49,0.45,0.78,0.71,0.61,Early Career,High,Legal Services,Private_Professional
UX Researcher,146298,6,Bachelor's,0.64,1.04,0.54,Medium,0.68,0.17,0.3,0.74,0.16,0.34,0.67,0.94,0.08,0.52,Mid-Level,High,Digital & Creative Industries,Digital_Creative
Chef,144571,22,Master's,0.38,0.68,0.56,Medium,0.76,0.25,0.71,0.45,0.28,0.52,0.38,0.23,0.76,0.8,Expert/Late,High,Hospitality & Catering,Manual_Trade_Service
Software Engineer,112753,1,Master's,0.38,0.67,0.64,Medium,0.33,0.75,0.82,0.77,0.39,0.94,0.66,0.58,0.7,0.04,Entry/Junior,High,Digital & Technology,Digital_Creative
Software Engineer,81716,26,Master's,0.88,0.66,0.47,Medium,0.41,0.36,0.56,1.0,0.26,0.7,0.76,0.58,0.1,0.57,Expert/Late,Middle,Digital & Technology,Digital_Creative
AI Engineer,46250,19,PhD,0.34,1.14,0.29,Low,0.8,0.69,0.97,0.17,0.77,0.41,0.36,0.52,0.03,0.31,Senior,Middle,Digital & Technology,Digital_Creative
Doctor,102006,17,Bachelor's,0.14,0.84,0.25,Low,0.2,0.53,0.75,0.24,0.92,0.87,0.25,0.99,0.67,0.29,Senior,High,Health & Social Care,Public_Sector
Doctor,60837,5,Master's,0.67,1.11,0.23,Low,0.27,0.98,0.86,0.75,0.03,0.59,0.71,0.85,0.95,0.92,Mid-Level,Middle,Health & Social Care,Public_Sector
Data Scientist,66742,3,High School,0.6,0.97,0.43,Medium,0.37,0.37,0.97,0.23,0.82,0.71,0.01,0.99,0.76,0.68,Early Career,Middle,Digital & Technology,Digital_Creative
Graphic Designer,119131,10,PhD,0.56,0.75,0.31,Medium,0.84,0.9,0.16,0.79,0.74,0.18,0.42,0.42,0.76,0.84,Senior,High,Creative Industries,Digital_Creative
Mechanic,107497,29,PhD,0.56,1.26,0.61,Medium,0.15,0.53,0.86,0.32,0.43,0.8,0.09,0.86,0.31,0.0,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
HR Specialist,57788,14,PhD,0.68,0.82,0.35,Medium,0.62,0.22,0.68,0.84,0.12,0.44,0.44,0.63,0.33,0.42,Senior,Middle,Business & Professional Services,Private_Professional
Mechanic,64712,19,PhD,0.65,0.78,0.62,Medium,0.67,0.65,0.42,0.96,0.27,0.58,0.31,0.74,0.05,0.05,Senior,Middle,Transport & Automotive Services,Manual_Trade_Service
Financial Analyst,68319,6,Master's,0.43,0.84,0.54,Medium,0.7,0.2,0.19,0.96,0.59,0.39,0.8,0.53,0.24,0.21,Mid-Level,Middle,Finance & Professional Services,Private_Professional
Retail Worker,67289,22,PhD,0.86,0.56,0.75,High,0.89,0.12,0.63,0.21,0.61,0.38,0.1,0.58,0.68,0.68,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
UX Researcher,75040,4,Master's,0.5,1.02,0.55,Medium,0.69,0.65,0.59,0.16,0.21,0.26,0.92,0.76,0.55,0.25,Early Career,Middle,Digital & Creative Industries,Digital_Creative
Truck Driver,120886,1,Bachelor's,0.9,1.39,0.73,High,0.8,0.45,0.32,0.74,0.61,0.78,0.07,0.32,0.32,0.33,Entry/Junior,High,Transport & Logistics,Manual_Trade_Service
Financial Analyst,64118,5,PhD,0.28,0.94,0.45,Medium,0.74,0.6,0.65,0.21,0.33,0.02,0.11,0.27,0.07,0.6,Mid-Level,Middle,Finance & Professional Services,Private_Professional
Graphic Designer,125381,13,High School,0.1,1.32,0.35,Medium,0.67,0.64,0.9,0.11,0.32,0.09,0.41,0.91,0.78,0.72,Senior,High,Creative Industries,Digital_Creative
Customer Support,62146,26,Master's,0.88,0.95,0.74,High,0.84,0.28,0.05,0.13,0.61,0.61,0.26,0.73,0.77,0.92,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Financial Analyst,60410,8,PhD,0.78,1.25,0.4,Medium,0.31,0.48,0.02,0.3,0.47,0.11,0.13,0.46,0.73,0.83,Mid-Level,Middle,Finance & Professional Services,Private_Professional
Truck Driver,110449,21,High School,0.47,0.88,0.75,High,0.15,0.79,0.47,0.79,0.7,0.19,0.51,0.44,0.42,0.54,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Financial Analyst,142691,18,Master's,0.31,0.84,0.51,Medium,0.31,0.89,0.44,0.29,0.16,0.67,0.03,0.45,0.55,0.34,Senior,High,Finance & Professional Services,Private_Professional
Security Guard,33659,17,PhD,0.68,1.47,0.83,High,0.54,0.25,0.39,0.03,0.69,0.31,0.54,0.25,0.62,0.45,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Doctor,109911,9,PhD,0.94,1.21,0.12,Low,0.5,0.47,0.8,0.83,0.28,0.82,0.18,0.76,0.25,0.3,Mid-Level,High,Health & Social Care,Public_Sector
Mechanic,117298,28,PhD,0.42,1.49,0.36,Medium,0.46,0.73,0.01,0.15,0.02,0.99,0.76,0.37,0.16,0.09,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Nurse,100114,14,PhD,0.98,1.17,0.14,Low,0.5,1.0,0.52,0.96,0.02,0.72,0.63,0.69,0.57,0.04,Senior,High,Health & Social Care,Public_Sector
Nurse,149401,18,High School,0.92,0.73,0.3,Low,0.68,0.44,0.92,0.79,0.43,0.07,0.87,0.77,0.79,0.74,Senior,High,Health & Social Care,Public_Sector
Lawyer,101160,3,High School,0.0,0.74,0.32,Medium,0.11,0.53,0.04,0.18,0.23,0.66,0.47,0.46,0.77,0.46,Early Career,High,Legal Services,Private_Professional
Chef,66594,23,High School,0.65,0.65,0.55,Medium,0.85,0.12,0.9,0.08,0.35,0.61,0.56,0.1,0.8,0.97,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Chef,94043,5,PhD,0.9,1.06,0.67,Medium,0.18,0.79,0.06,0.88,0.67,0.37,0.19,0.82,0.6,0.36,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Nurse,110270,21,High School,0.83,0.84,0.07,Low,0.91,0.39,0.35,0.2,0.9,0.22,0.64,0.88,0.03,0.83,Expert/Late,High,Health & Social Care,Public_Sector
Nurse,98393,29,High School,0.66,0.87,0.22,Low,0.25,0.02,0.95,0.02,0.82,0.17,0.39,0.82,0.21,0.87,Expert/Late,Middle,Health & Social Care,Public_Sector
Nurse,104038,26,Master's,0.37,1.16,0.14,Low,0.35,0.73,0.31,0.2,0.81,0.81,0.5,0.53,0.7,0.51,Expert/Late,High,Health & Social Care,Public_Sector
Lawyer,104088,11,PhD,0.99,0.65,0.54,Medium,0.89,0.69,0.88,0.34,0.27,0.85,0.39,0.71,0.15,0.76,Senior,High,Legal Services,Private_Professional
Marketing Manager,38290,27,PhD,0.27,0.99,0.58,Medium,0.01,0.64,0.54,0.22,0.75,0.3,0.28,0.47,0.68,0.93,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Research Scientist,86373,16,PhD,0.39,1.41,0.27,Low,0.2,0.38,0.56,0.85,0.53,0.97,0.8,0.95,0.73,0.88,Senior,Middle,Research & Development,Digital_Creative
Chef,73532,24,Master's,0.25,0.73,0.65,Medium,0.08,0.41,0.82,0.81,0.14,0.49,0.48,0.32,0.92,0.65,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Nurse,132708,28,High School,0.07,0.89,0.26,Low,0.42,0.26,1.0,0.87,0.55,0.56,0.01,0.98,0.81,0.04,Expert/Late,High,Health & Social Care,Public_Sector
Nurse,144846,21,PhD,0.35,1.03,0.2,Low,0.61,0.73,0.66,0.07,0.46,0.66,0.3,0.31,0.12,0.42,Expert/Late,High,Health & Social Care,Public_Sector
Nurse,90254,8,Bachelor's,0.29,1.03,0.24,Low,0.01,0.9,0.39,0.87,0.04,0.15,0.32,0.35,0.85,0.01,Mid-Level,Middle,Health & Social Care,Public_Sector
Nurse,51219,14,Bachelor's,0.84,0.79,0.26,Low,0.48,0.18,0.8,0.38,0.71,0.84,0.96,0.09,0.01,0.55,Senior,Middle,Health & Social Care,Public_Sector
Graphic Designer,114899,19,Master's,0.47,0.57,0.5,Medium,0.12,0.84,0.76,0.07,0.84,0.32,0.35,0.18,0.84,0.4,Senior,High,Creative Industries,Digital_Creative
Retail Worker,63275,20,PhD,0.97,0.76,0.93,High,0.3,0.83,0.66,0.86,0.98,0.87,0.4,0.81,0.71,0.06,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Graphic Designer,79662,18,High School,0.47,0.63,0.47,Medium,0.6,0.57,0.57,0.26,0.63,0.91,0.39,0.63,0.24,0.05,Senior,Middle,Creative Industries,Digital_Creative
Doctor,62158,20,High School,0.05,1.22,0.22,Low,0.37,0.41,0.92,0.01,0.56,0.92,0.91,0.58,0.38,0.1,Expert/Late,Middle,Health & Social Care,Public_Sector
Research Scientist,103484,0,Master's,0.68,0.52,0.27,Low,0.59,0.05,0.24,0.59,0.04,0.78,0.92,0.96,0.73,0.86,Entry/Junior,High,Research & Development,Digital_Creative
Doctor,116810,4,Master's,0.46,1.21,0.11,Low,0.11,0.76,0.96,0.58,0.48,0.53,0.48,0.44,0.95,0.48,Early Career,High,Health & Social Care,Public_Sector
Security Guard,104035,19,Bachelor's,0.77,0.89,0.88,High,0.58,0.71,0.06,0.03,0.38,0.69,0.22,0.43,0.98,0.21,Senior,High,Security & Protective Services,Manual_Trade_Service
Financial Analyst,83917,17,Master's,0.83,1.39,0.67,Medium,0.51,0.68,0.62,0.31,0.28,0.34,0.22,0.76,0.96,0.87,Senior,Middle,Finance & Professional Services,Private_Professional
UX Researcher,91752,29,PhD,0.05,1.26,0.46,Medium,0.82,0.78,0.63,0.26,0.1,0.25,0.51,0.98,0.06,0.2,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Retail Worker,120866,3,Bachelor's,0.3,1.36,0.73,High,0.96,0.91,0.89,0.17,0.33,0.8,0.81,0.71,0.45,0.31,Early Career,High,Retail & Consumer Services,Manual_Trade_Service
Security Guard,56974,6,High School,0.14,0.54,0.7,Medium,0.78,0.06,0.54,0.37,0.15,0.74,0.06,0.32,0.56,0.4,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Financial Analyst,130672,16,Bachelor's,0.93,1.43,0.47,Medium,0.39,0.31,0.86,0.57,0.09,0.85,0.53,0.42,0.34,0.1,Senior,High,Finance & Professional Services,Private_Professional
AI Engineer,58327,13,Master's,0.74,0.63,0.18,Low,0.56,0.17,0.43,0.65,0.28,0.33,0.12,0.41,0.58,0.12,Senior,Middle,Digital & Technology,Digital_Creative
Doctor,63258,22,PhD,0.4,1.18,0.13,Low,0.57,0.61,0.69,0.76,0.14,0.97,0.84,0.56,0.89,0.38,Expert/Late,Middle,Health & Social Care,Public_Sector
Lawyer,95777,27,PhD,0.73,1.44,0.36,Medium,0.64,0.81,0.91,0.28,0.13,0.25,0.58,0.92,0.58,0.92,Expert/Late,Middle,Legal Services,Private_Professional
UX Researcher,105127,14,Bachelor's,0.6,0.52,0.43,Medium,0.06,0.32,0.06,0.17,0.41,0.51,0.22,0.73,0.59,0.69,Senior,High,Digital & Creative Industries,Digital_Creative
Teacher,64846,17,Bachelor's,0.73,1.44,0.11,Low,0.27,0.09,0.59,0.4,0.5,0.17,0.65,0.62,0.26,0.47,Senior,Middle,Education,Public_Sector
Lawyer,89397,11,Bachelor's,0.77,0.73,0.65,Medium,0.07,0.41,0.08,0.92,0.04,0.15,0.92,0.58,0.8,0.02,Senior,Middle,Legal Services,Private_Professional
Teacher,148915,21,Bachelor's,0.98,1.08,0.26,Low,0.96,0.69,0.33,0.31,0.07,0.43,0.92,0.48,0.91,0.82,Expert/Late,High,Education,Public_Sector
Research Scientist,140554,16,High School,0.95,1.21,0.27,Low,0.75,0.7,0.72,0.72,0.38,0.42,0.29,0.15,0.46,0.9,Senior,High,Research & Development,Digital_Creative
Financial Analyst,114153,28,PhD,0.06,1.31,0.67,Medium,0.83,0.73,0.15,0.35,0.57,0.08,0.11,0.93,0.7,0.28,Expert/Late,High,Finance & Professional Services,Private_Professional
Graphic Designer,137526,27,PhD,0.8,0.83,0.44,Medium,0.34,0.5,0.7,0.77,0.39,0.66,0.72,0.3,0.1,0.89,Expert/Late,High,Creative Industries,Digital_Creative
Nurse,126482,14,PhD,0.65,0.56,0.25,Low,0.57,0.85,0.97,0.96,0.86,0.01,0.89,0.08,0.85,0.28,Senior,High,Health & Social Care,Public_Sector
UX Researcher,124274,26,High School,0.49,0.63,0.67,Medium,0.32,0.19,0.48,0.04,0.25,0.07,0.13,0.11,0.87,0.93,Expert/Late,High,Digital & Creative Industries,Digital_Creative
HR Specialist,48638,22,PhD,0.63,1.2,0.46,Medium,0.37,0.68,0.38,0.58,0.52,0.52,0.83,0.7,0.96,0.79,Expert/Late,Middle,Business & Professional Services,Private_Professional
Software Engineer,73162,6,High School,0.74,1.17,0.56,Medium,0.48,0.06,0.95,0.85,0.49,0.16,0.82,0.43,0.39,0.67,Mid-Level,Middle,Digital & Technology,Digital_Creative
Teacher,66105,28,High School,0.06,1.27,0.23,Low,0.59,0.34,0.16,0.1,0.0,0.21,0.41,0.24,0.31,0.39,Expert/Late,Middle,Education,Public_Sector
AI Engineer,48246,10,High School,0.72,0.99,0.05,Low,0.23,0.71,0.3,0.92,0.71,0.29,0.52,0.67,0.19,0.25,Senior,Middle,Digital & Technology,Digital_Creative
